Código región,Región,Código provincia,Provincia,Codigo comuna,Comuna,País o continente de nacimiento,Inmigrantes internacionales
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,Asia,338
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,África,*
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,País de nacimiento no declarado,54
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Total nacidos fuera del país,9.550
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Argentina,310
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Bolivia (Estado Plurinacional de),156
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Colombia,1.244
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Haití,751
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Perú,2.009
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Venezuela (República Bolivariana de),4.259
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Otros países de América del Sur,401
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Otros países de América Central y El Caribe,236
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Europa,74
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Asia,67
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,África,*
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,País de nacimiento no declarado,4
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Total nacidos fuera del país,8.313
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Argentina,459
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Bolivia (Estado Plurinacional de),265
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Colombia,948
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Haití,1.160
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Perú,2.089
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Venezuela (República Bolivariana de),2.606
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Otros países de América del Sur,482
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Otros países de América Central y El Caribe,189
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Europa,*
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Asia,58
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,África,*
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,País de nacimiento no declarado,7
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Total nacidos fuera del país,6.593
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Argentina,545
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Bolivia (Estado Plurinacional de),225
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Colombia,542
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Haití,121
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Perú,1.025
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Venezuela (República Bolivariana de),1.918
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Otros países de América del Sur,520
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Otros países de América Central y El Caribe,329
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,América del Norte,315
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Europa,778
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Asia,197
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,África,*
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,País de nacimiento no declarado,16
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Total nacidos fuera del país,31.069
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Argentina,4.418
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Bolivia (Estado Plurinacional de),816
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Colombia,2.556
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Haití,*
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Perú,3.570
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Venezuela (República Bolivariana de),6.494
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Otros países de América del Sur,3.255
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Otros países de América Central y El Caribe,1.697
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,América del Norte,1.467
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Europa,4.130
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Asia,2.176
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,África,*
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,Oceanía,185
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,País de nacimiento no declarado,101
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Total nacidos fuera del país,12.198
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Argentina,1.719
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Bolivia (Estado Plurinacional de),433
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Colombia,1.068
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Haití,68
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Perú,2.345
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Venezuela (República Bolivariana de),1.338
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Otros países de América del Sur,1.024
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Otros países de América Central y El Caribe,647
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,América del Norte,1.111
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Europa,1.349
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Asia,883
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,África,74
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,Oceanía,111
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,País de nacimiento no declarado,28
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Total nacidos fuera del país,6.818
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Argentina,224
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Bolivia (Estado Plurinacional de),111
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Colombia,663
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Haití,2.281
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Perú,993
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Venezuela (República Bolivariana de),2.041
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Otros países de América del Sur,265
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Otros países de América Central y El Caribe,155
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Europa,*
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Asia,*
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,África,*
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,País de nacimiento no declarado,2
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Total nacidos fuera del país,12.539
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Argentina,242
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Bolivia (Estado Plurinacional de),348
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Colombia,2.250
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Haití,647
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Perú,4.245
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Venezuela (República Bolivariana de),3.841
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Otros países de América del Sur,573
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Otros países de América Central y El Caribe,306
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Europa,*
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Asia,*
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,África,*
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,País de nacimiento no declarado,4
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Total nacidos fuera del país,17.497
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Argentina,495
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Bolivia (Estado Plurinacional de),228
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Colombia,1.824
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Haití,199
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Perú,2.092
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Venezuela (República Bolivariana de),10.893
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Otros países de América del Sur,752
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Otros países de América Central y El Caribe,467
13,Metropolitana de Santiago,131,Santiago,13118,Macul,América del Norte,76
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Europa,273
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Asia,154
13,Metropolitana de Santiago,131,Santiago,13118,Macul,África,*
13,Metropolitana de Santiago,131,Santiago,13118,Macul,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13118,Macul,País de nacimiento no declarado,7
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Total nacidos fuera del país,30.973
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Argentina,1.385
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Bolivia (Estado Plurinacional de),550
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Colombia,3.771
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Haití,3.034
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Perú,4.223
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Venezuela (República Bolivariana de),13.674
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Otros países de América del Sur,2.475
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Otros países de América Central y El Caribe,754
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,América del Norte,151
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Europa,376
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Asia,523
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,África,*
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,País de nacimiento no declarado,25
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Total nacidos fuera del país,33.633
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Argentina,1.745
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Bolivia (Estado Plurinacional de),451
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Colombia,2.820
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Haití,86
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Perú,2.195
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Venezuela (República Bolivariana de),19.981
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Otros países de América del Sur,2.014
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Otros países de América Central y El Caribe,1.365
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,América del Norte,484
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Europa,1.796
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Asia,531
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,África,74
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,Oceanía,65
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,País de nacimiento no declarado,26
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Total nacidos fuera del país,9.522
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Argentina,242
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Bolivia (Estado Plurinacional de),163
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Colombia,1.032
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Haití,2.306
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Perú,1.678
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Venezuela (República Bolivariana de),3.426
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Otros países de América del Sur,326
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Otros países de América Central y El Caribe,224
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Europa,52
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Asia,*
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,África,*
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,País de nacimiento no declarado,4
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Total nacidos fuera del país,20.141
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Argentina,874
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Bolivia (Estado Plurinacional de),477
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Colombia,2.441
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Haití,663
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Perú,5.888
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Venezuela (República Bolivariana de),6.989
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Otros países de América del Sur,1.262
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Otros países de América Central y El Caribe,640
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,América del Norte,175
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Europa,472
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Asia,204
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,África,*
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,País de nacimiento no declarado,17
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Total nacidos fuera del país,16.116
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Argentina,1.763
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Bolivia (Estado Plurinacional de),352
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Colombia,1.250
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Haití,*
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Perú,1.635
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Venezuela (República Bolivariana de),4.491
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Otros países de América del Sur,1.488
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Otros países de América Central y El Caribe,952
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,América del Norte,641
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Europa,2.572
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Asia,782
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,África,*
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,Oceanía,75
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,País de nacimiento no declarado,13
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Total nacidos fuera del país,16.505
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Argentina,637
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Bolivia (Estado Plurinacional de),475
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Colombia,2.506
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Haití,918
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Perú,3.623
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Venezuela (República Bolivariana de),6.346
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Otros países de América del Sur,1.213
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Otros países de América Central y El Caribe,406
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Europa,106
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Asia,199
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,África,*
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,País de nacimiento no declarado,18
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Total nacidos fuera del país,27.310
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Argentina,708
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Bolivia (Estado Plurinacional de),462
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Colombia,2.325
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Haití,8.002
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Perú,4.330
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Venezuela (República Bolivariana de),9.674
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Otros países de América del Sur,946
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Otros países de América Central y El Caribe,514
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Europa,121
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Asia,154
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,África,*
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,País de nacimiento no declarado,16
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Total nacidos fuera del país,35.630
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Argentina,329
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Bolivia (Estado Plurinacional de),407
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Colombia,5.082
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Haití,1.160
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Perú,7.684
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Venezuela (República Bolivariana de),18.587
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Otros países de América del Sur,1.483
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Otros países de América Central y El Caribe,650
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Europa,89
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Asia,110
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,África,*
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,País de nacimiento no declarado,7
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Total nacidos fuera del país,34.009
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Argentina,523
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Bolivia (Estado Plurinacional de),2.979
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Colombia,2.785
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Haití,1.620
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Perú,15.209
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Venezuela (República Bolivariana de),7.431
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Otros países de América del Sur,1.631
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Otros países de América Central y El Caribe,1.085
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Europa,163
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Asia,468
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,África,*
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,País de nacimiento no declarado,42
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Total nacidos fuera del país,12.523
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Argentina,404
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Bolivia (Estado Plurinacional de),271
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Colombia,1.497
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Haití,1.379
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Perú,3.555
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Venezuela (República Bolivariana de),4.140
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Otros países de América del Sur,583
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Otros países de América Central y El Caribe,564
13,Metropolitana de Santiago,131,Santiago,13128,Renca,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Europa,57
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Asia,*
13,Metropolitana de Santiago,131,Santiago,13128,Renca,África,*
13,Metropolitana de Santiago,131,Santiago,13128,Renca,Oceanía,0
13,Metropolitana de Santiago,131,Santiago,13128,Renca,País de nacimiento no declarado,7
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Total nacidos fuera del país,14.088
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Argentina,330
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Bolivia (Estado Plurinacional de),290
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Colombia,1.566
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Haití,484
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Perú,2.722
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Venezuela (República Bolivariana de),7.504
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Otros países de América del Sur,662
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Otros países de América Central y El Caribe,294
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Europa,111
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Asia,81
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,África,*
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,País de nacimiento no declarado,10
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Total nacidos fuera del país,39.266
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Argentina,559
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Bolivia (Estado Plurinacional de),372
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Colombia,3.904
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Haití,263
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Perú,2.420
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Venezuela (República Bolivariana de),29.418
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Otros países de América del Sur,1.106
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Otros países de América Central y El Caribe,576
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,América del Norte,99
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Europa,288
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Asia,204
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,África,*
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,País de nacimiento no declarado,35
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Total nacidos fuera del país,6.214
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Argentina,184
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Bolivia (Estado Plurinacional de),132
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Colombia,558
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Haití,714
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Perú,1.364
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Venezuela (República Bolivariana de),2.757
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Otros países de América del Sur,251
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Otros países de América Central y El Caribe,153
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,América del Norte,*
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Europa,*
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Asia,*
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,África,*
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,Oceanía,*
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,País de nacimiento no declarado,8
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Total nacidos fuera del país,9.401
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Argentina,1.340
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Bolivia (Estado Plurinacional de),191
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Colombia,678
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Haití,*
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Perú,1.152
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Venezuela (República Bolivariana de),840
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Otros países de América del Sur,941
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Otros países de América Central y El Caribe,399
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,América del Norte,839
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Europa,2.197
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Asia,627
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,África,*
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,Oceanía,95
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,País de nacimiento no declarado,19
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,Total nacidos fuera del país,29.760
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,Argentina,1.702
